risk_category,consolidation_status,lat,lng,address,street_number,height_regime,locality,county,year_built,apartment_count,surface,,examination_year,certified_expert,observations
U3,NO,44.4390694,26.1186998,Bulevardul FERDINAND I,12,S+P+3E,Sector 2,București,1932,2,220,220,2007,Dan CAPATANA,Încadrare în clasă de risc seismic în anul 2007
U3,NO,44.4391186,26.1188377,Bulevardul FERDINAND I,12A,S+P+2E+Ma,Sector 2,București,1930,13,144,144,1996,Vladimir AMBROZIE,
U3,NO,44.447238,26.136366,Bulevardul FERDINAND I,135,S+P+4E,Sector 2,București,1962,60,37,37,1993,Radu PETROVICI,
RS3,NO,44.448572,26.138719,Bulevardul FERDINAND I,141,S+P+4E,Sector 2,București,1960,,,,1993,Radu PETROVICI,
RS3,NO,44.439283,26.1188,Bulevardul FERDINAND I,17,S+P+3E,Sector 2,București,1934,,643,643,1996,Nicolae TOPA,
RS2,NO,44.439926,26.120336,Bulevardul FERDINAND I,29,S+P+2E+Ma,Sector 2,București,1934,,552,552,1993,Ion VARSA,
RS1,NO,44.44022,26.121194,Bulevardul FERDINAND I,30,S+P+3E+Ma,Sector 2,București,1933,,,,1993,Traian POPP,
RS2,NO,44.44067,26.122,Bulevardul FERDINAND I,41,S+P+7E+Ma,Sector 2,București,1939,,121,121,1993,Radu PETROVICI,
RS3,NO,44.440761,26.122442,Bulevardul FERDINAND I,44,S+P+8E,Sector 2,București,1947,,855,855,1993,Radu PETROVICI,
RS3,NO,44.443602,26.128673,Bulevardul FERDINAND I,47bis,S+P+2E,Sector 2,București,1900,,906,906,1993,Niculaie TUDOSE,
RS1,NO,44.441066,26.122889,Bulevardul FERDINAND I,49,S+P+2E,Sector 2,București,1902,,1179,1179,1993,Traian POPP,
U2,NO,44.4412518,26.12313297,Bulevardul FERDINAND I,51 (corp A),S+P+5E+Ma,Sector 2,București,1956,6,267,267,1993,Niculaie TUDOSE,
RS1,NO,44.441173,26.123129,Bulevardul FERDINAND I,51 (corp B+C),S+P+1E S+P+1E,Sector 2,București,1928,4,256,256,1993,Niculaie TUDOSE,
RS2,NO,44.441754,26.123883,Bulevardul FERDINAND I,59,S+P+2E,Sector 2,București,1935,,535,535,1993,Viorel CONSTANTINESCU,
RS1,NO,44.441645,26.124428,Bulevardul FERDINAND I,60,S+P+2E,Sector 2,București,1925,,692,692,1993,Ion VARSA,
RS3,NO,44.442315,26.125914,Bulevardul FERDINAND I,76,S+P+2E; S+P+2E,Sector 2,București,1932,,726,726,1993,Traian POPP,
RS1,NO,44.438813,26.117748,Bulevardul FERDINAND I,8,S+P+2E,Sector 2,București,1880,,,,1993,Niculaie TUDOSE,
U1,NO,44.442689,26.126562,Bulevardul FERDINAND I,87,S+P+3E,Sector 2,București,1933,8,708,708,1993,Mircea CONDRUT,
U2,NO,44.449393,26.077833,Bulevardul GHEORGHE I. DUCA,17,S+P+4+Ma,Sector 1,București,1936,14,1182,1182,1995,Valentin NEDRITA,
RS2,NO,44.447513,26.076153,Bulevardul GHEORGHE I. DUCA,2 (corp A+B),S+P+7E; S+P+5E,Sector 1,București,1937,,1512,1512,1993,Mariana SUCEVEANU,
U2,NO,44.448255,26.0769,Bulevardul GHEORGHE I. DUCA,8,S+P+5E,Sector 1,București,1938,22,131,131,1998,Mihai URSACHESCU,
U1,NO,44.4426339,26.0991855,Bulevardul GHEORGHE MAGHERU (Cinematograful „PATRIA”),12÷14,S+P+7E S+P+9E,Sector 1,București,1931,54,14665,14665,1993,Mihai NAVODARIU,
U2,NO,44.443808,26.098373,Bulevardul GHEORGHE MAGHERU (Cinematograful „SCALA”),2÷4,S+P+7E,Sector 1,București,1938,53,8329,8329,1999,Anatolie CAZACLIU,
U1,NO,44.4448992,26.0974282,Bulevardul GHEORGHE MAGHERU (Cinematograful „STUDIO”),29,S1+S2+P+Mz+7E+Ma,Sector 1,București,1945,24,6344,6344,1994,Ion NEGESCU,
U2,NO,44.44342989,26.09874473,"Bulevardul GHEORGHE MAGHERU (colț cu Strada JULES MICHELET, Teatrul „C.I. NOTTARA”)",20 (2÷6),P+9E; P+6E+Ma,Sector 1,București,1940,,7053,7053,2016,Ioan Mihai PAUL,Reîncadrare în clasă de risc seismic în anul 2016 (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Mihai NĂVODARIU)
U1,NO,44.4414828,26.0997047,Bulevardul GHEORGHE MAGHERU (Garaj „CICLOP”),6÷8,S+P+6E,Sector 1,București,1928,,4437,4437,2016,Gabriel NICULESCU,Încadrare în clasă de risc seismic în anul 2016
U1,NO,44.444766,26.0975677,Bulevardul GHEORGHE MAGHERU (Librăria „PAPIRUS”),27,S+P+8E+Ma,Sector 1,București,1935,49,4302,4302,1997,Iorgu NICULA,
U1,NO,44.443921,26.098268,Bulevardul GHEORGHE MAGHERU,22,S+P+6E+Ma,Sector 1,București,1936,28,3625,3625,1995,Valentin GEORGESCU,
U3,NO,44.4453519,26.0981462,Bulevardul GHEORGHE MAGHERU,32÷36 (imobile B+E),S+P+9E; S+P+7E,Sector 1,București,1959,,16268,16268,2010,Traian POPP,Încadrare în clasă de risc seismic în anul 2010
U2,NO,44.4453983,26.09802965,Bulevardul GHEORGHE MAGHERU,32÷36 (tronson I+II+III),S+P+9E; S+P+7E,Sector 1,București,1959,,16268,16268,2010,Traian POPP,Încadrare în clasă de risc seismic în anul 2010
U3,NO,44.446516,26.096869,Bulevardul GHEORGHE MAGHERU,43,S+P+9E,Sector 1,București,1934,48,583,583,1998,Grigore ARSENIE,
U2,NO,44.442343,26.09846,Bulevardul GHEORGHE MAGHERU,7,S+P+Mz+9E,Sector 1,București,1961,126,17792,17792,2000,Mihai URSACHESCU,
RS3,NO,44.4432143,26.0978328,Bulevardul GHEORGHE MAGHERU,9,S+P+9E,Sector 1,București,1961,162,17792,17792,1996,Nicolae ALEMAN,
RS3,NO,44.434979,26.066951,Bulevardul GHEORGHE MARINESCU,15,S+P+2E+Ma,Sector 5,București,1932,,167,167,1993,Andrei NEAGU,
U2,NO,44.434546,26.06698,Bulevardul GHEORGHE MARINESCU,19,S+P+4,Sector 5,București,1934,14,213,213,1999,Anatolie CAZACLIU,
C,YES_PUBLIC,44.4365528,26.0668608,Bulevardul GHEORGHE MARINESCU,3,S+P+6E,Sector 5,București,1940,20,175,175,1997,Anatolie CAZACLIU,PVRTL nr.1/2004
RS1,NO,44.434383,26.107472,Bulevardul HRISTO BOTEV,13,S+P+3E+Ma,Sector 3,București,1938,,,,1993,Dan POPESCU,
U1,NO,44.434673,26.106898,Bulevardul HRISTO BOTEV,14,S+P+3E+Ma,Sector 3,București,1925,6,141,141,1993,Alexandru PROGRESEANU,
RS1,NO,44.435827,26.106082,Bulevardul HRISTO BOTEV,2,S+P+2E,Sector 3,București,1900,4,402,402,1993,Nicola GOSPODINOV,
RS3,NO,44.433935,26.107917,Bulevardul HRISTO BOTEV,22,S+P+7E,Sector 3,București,1936,,,,1994,Gabriel NICULESCU,
RS3,NO,44.433845,26.10804,Bulevardul HRISTO BOTEV,24,S+P+5E,Sector 3,București,1935,,,,1994,Dan GHIOCEL,
RS2,NO,44.433692,26.108188,Bulevardul HRISTO BOTEV,26,S+P+5E,Sector 3,București,1930,,,,1993,Alexandru PROGRESEANU,
RS3,NO,44.431961,26.109113,Bulevardul HRISTO BOTEV,27,S+P+3E+Ma,Sector 3,București,1937,,,,1994,Dan GHIOCEL,
RS3,NO,44.431853,26.109176,Bulevardul HRISTO BOTEV,29,S+P+Ma,Sector 3,București,1900,,,,1993,Nicolae ALEMAN,
U2,NO,44.435488,26.10651,Bulevardul HRISTO BOTEV,3,S1+S2+P+6E+Ma,Sector 3,București,1925,14,4625,4625,2017,Ioan Mihai PAUL,Reîncadrare în clasă de risc seismic în anul 2017 (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Dan POPESCU)
RS3,NO,44.432809,26.108778,Bulevardul HRISTO BOTEV,34,S+P+3E,Sector 3,București,1934,,,,1994,Dan GHIOCEL,
RS1,NO,44.435733,26.106161,Bulevardul HRISTO BOTEV,4,S+P+2E+Ma,Sector 3,București,1930,,,,1993,Alexandru PROGRESEANU,
RS2,NO,44.431611,26.109275,Bulevardul HRISTO BOTEV,44 (corp A),S+P+1E+Ma,Sector 3,București,1903,,,,1993,Serban PAUNESCU,
RS3,NO,44.434916,26.10697,Bulevardul HRISTO BOTEV,7,S+P+3E+Ma,Sector 3,București,1920,,,,1994,Dan GHIOCEL,
U2,NO,44.435274,26.106538,Bulevardul HRISTO BOTEV,8,S+P+7E,Sector 3,București,1930,15,2168,2168,1994,Silvia CARAMAN,
U4,NO,44.434666,26.107194,Bulevardul HRISTO BOTEV,9,S+P+3E+Ma,Sector 3,București,1913,4,717,717,2010,Gheorghe RUSU CONSTANTIN,Încadrare în clasă de risc seismic în anul 2010
U2,NO,44.431049,26.103797,Bulevardul I. C. BRĂTIANU (Librăria „COLŢEI”),12,S+P+Mz+4E,Sector 3,București,1928,11,168,168,1999,Nicolae CONSTANTINESCU,
RS2,NO,44.432957,26.102982,Bulevardul I. C. BRĂTIANU,14,S+P+2E,Sector 3,București,1880,,,,1993,Emil COROIU,
RS1,NO,44.4348133,26.1022721,Bulevardul I. C. BRĂTIANU,2,S+P+1E+Ma,Sector 3,București,1940,,,,1993,Paul VERNESCU,
N/A,NO,44.432467,26.103239,Bulevardul I. C. BRATIANU,22,S+P+1E,Sector 3,București,1833,,,,1993,Mircea NEICU,
RS3,NO,44.431832,26.103376,Bulevardul I. C. BRĂTIANU,34,S+P+6E+Ma,Sector 3,București,1945,,,,1993,Radu PETROVICI,
RS2,NO,44.430006,26.103775,Bulevardul I. C. BRĂTIANU,35,S+P+7E,Sector 3,București,1956,,,,1994,Valentin GEORGESCU,
RS3,NO,44.429535,26.103791,Bulevardul I. C. BRĂTIANU,39,S+P+9E,Sector 3,București,1986,,,,1994,Mihai NAVODARIU,
RS3,NO,44.43001,26.103254,Bulevardul I. C. BRĂTIANU,44,S+P+7E,Sector 3,București,1958,,,,1994,Alexandru PROGRESEANU,
N/A,NO,44.429364,26.103217,Bulevardul I. C. BRATIANU,44bis,S+P+9E,Sector 3,București,1988,,7884,7884,1994,Alexandru PROGRESEANU,
C,YES_PUBLIC,44.431646,26.103836,Bulevardul I. C. BRĂTIANU,5,S+P+8E,Sector 3,București,1936,26,2235,2235,1993,Gheorghe AFANASENCO,PVRTL nr.170/2014
RS1,NO,44.434055,26.102683,Bulevardul I. C. BRĂTIANU,6,S+P+8E,Sector 3,București,1937,,,,1994,Alexandru PROGRESEANU,
RS3,NO,44.45322,26.097367,Bulevardul IANCU DE HUNEDOARA,37 (corp A+B),S+P+8E,Sector 1,București,1960,,11554,11554,1994,Valentin SEVCENCO,
RS1,NO,44.454741,26.081701,Bulevardul ION MIHALACHE,18,S+P+3E,Sector 1,București,1930,,,,1995,Nicolae CONSTANTINESCU,
C,YES_PUBLIC,44.464788,26.068614,Bulevardul ION MIHALACHE,181,S+P+2E+Ma,Sector 1,București,1937,2,430,430,2005,Mariana STOENESCU,AC nr.368/27/M/15066/2011; PVRTL nr.01/2017
RS3,NO,44.46882,26.058795,Bulevardul ION MIHALACHE,295÷297,S+P+1E,Sector 1,București,1930,2,570,570,1993,Mircea CONDRUT,
U4,NO,44.4685632,26.0584344,Bulevardul ION MIHALACHE,315 (corp F),S+P+3E,Sector 1,București,1963,12,1388,1388,1996,Vladimir AMBROZIE,
U2,NO,44.469589,26.056098,Bulevardul ION MIHALACHE,325,S+P+10E,Sector 1,București,1962,44,3833,3833,2008,Stelian PICULESCU. Emilian TITARU,Încadrare în clasă de risc seismic în anul 2008
RS2,NO,44.470069,26.055579,Bulevardul ION MIHALACHE,329,S+P+10E,Sector 1,București,1963,,,,1995,Stelian PICULESCU,
RS2,NO,44.470043,26.054778,Bulevardul ION MIHALACHE,333,S+P+10E,Sector 1,București,1963,44,3833,3833,1995,Stelian PICULESCU,
N/A,NO,44.456383,26.080461,Bulevardul ION MIHALACHE,40,S+P+10E,Sector 1,București,1976,42,6444,6444,1995,Radu AGENT,
RS1,NO,44.45855,26.07713,Bulevardul ION MIHALACHE,65,S+P+2E+Ma; S+P,Sector 1,București,1934,11,860,860,1993,Mircea CONDRUT,
RS1,NO,44.459264,26.076355,Bulevardul ION MIHALACHE,66,S+P+3E+Ma,Sector 1,București,1940,,,,1993,Emilian TITARU,
C,YES_PUBLIC,44.459503,26.076155,Bulevardul ION MIHALACHE,68 (corp A+B),S+P+3E,Sector 1,București,1938,4,525,525,1993,Mircea CONDRUT,AC nr.641/1091294/2012 PVRTL nr.1/2017
RS3,NO,44.460033,26.075851,Bulevardul ION MIHALACHE,70÷84,S+P+10E,Sector 1,București,1975,80,1144,1144,1995,Moses DRIMER,
U3,NO,44.45873,26.076882,Bulevardul ION MIHALACHE,71,S+P+1E+Ma,Sector 1,București,1930,4,352,352,1997,Rodica VASILESCU,
RS2,NO,44.46061,26.074668,Bulevardul ION MIHALACHE,94,S+P+2E+Ma,Sector 1,București,1929,1,15,15,1993,Gheorghe AFANASENCO,
RS3,NO,44.434164,26.02095,Bulevardul IULIU MANIU,128 (bloc 22),S+P+9E,Sector 6,București,1966,,,,1993,Anatolie CAZACLIU,
RS3,NO,44.434557,25.987017,Bulevardul IULIU MANIU,23 (bloc 3),S+P+10E,Sector 6,București,1976,,,,1993,Ion LUNGU,
U2,NO,44.4338781,26.0286686,Bulevardul IULIU MANIU,57 (bloc OD16),S+P+11E,Sector 6,București,1972,264,19492,19492,2000,Silvia CARAMAN,
RS3,NO,44.4338367,26.0263164,Bulevardul IULIU MANIU,59 (bloc 10A)- fost Bd. Pacii nr. 9,S+P+8…11E,Sector 6,București,1976,,,,1993,Ion LUNGU,
N/A,NO,44.460438,26.114847,Bulevardul LACUL TEI,77,S+P+2E,Sector 2,București,1956,,,,1993,Emil COROIU,
U2,NO,44.4492952,26.0919365,Bulevardul LASCĂR CATARGIU (imobil cu destinaţia de birouri şi locuinţe),1,Ds+P+2E+Pod,Sector 1,București,1890,6,1128,1128,2017,Armand NEFIAN,
U2,NO,44.4477731,26.094607,Bulevardul LASCĂR CATARGIU,11A,S+P+6E,Sector 1,București,1939,30,469,469,1994,Dan POPESCU,
U3,NO,44.448127,26.094698,Bulevardul LASCAR CATARGIU,14,S+P+2E+Ma,Sector 1,București,1938,10,164,164,1996,Vladimir AMBROZIE,
C,YES_PUBLIC,44.4481,26.094,Bulevardul LASCĂR CATARGIU,15A,S+P+5E+Pod,Sector 1,București,1934,17,2351,2351,1998,Mariana STOENESCU,PVRTL nr.8/2004
U3,NO,44.448285,26.094384,Bulevardul LASCAR CATARGIU,16,S+P+3E,Sector 1,București,1929,13,1721,1721,1996,Alexandru HRISTOFOROV,
RS2,NO,44.449424,26.092472,Bulevardul LASCĂR CATARGIU,24÷26,S+P+8E,Sector 1,București,1937,,7815,7815,1994,Mircea NEICU,
RS3,NO,44.449196,26.092028,Bulevardul LASCĂR CATARGIU,27,S+P+5E,Sector 1,București,1930,18,1413,1413,1993,Eugeniu IORDACHESCU,
RS2,NO,44.449433,26.092109,Bulevardul LASCĂR CATARGIU,28,S+P+4E,Sector 1,București,1935,18,162,162,1993,Armand NEFIAN,
RS2,NO,44.4502,26.090059,Bulevardul LASCĂR CATARGIU,41,S+P+3E+Ma,Sector 1,București,1939,15,1194,1194,1993,Eugeniu IORDACHESCU,
U1,NO,44.45042297,26.0903979,Bulevardul LASCĂR CATARGIU,44,Sp+D+P+1E+Ma,Sector 1,București,1910,8,1386,1386,2017,Şerban PĂUNESCU,
RS2,NO,44.450789,26.088751,Bulevardul LASCĂR CATARGIU,45,S+P+4E+Ma,Sector 1,București,1930,,137,137,1996,Mihai URSACHESCU,
C,YES_PUBLIC,44.4505567,26.0900606,Bulevardul LASCĂR CATARGIU,48,S+P+1E+Ma,Sector 1,București,1880,7,716,716,1993,Dan POPESCU,AC nr.479/53/2002 PVRTL nr.1/2003
RS1,NO,44.447661,26.095109,Bulevardul LASCĂR CATARGIU,7,S+P+3E+Ma,Sector 1,București,1935,7,196,196,1993,Armand NEFIAN,
RS2,NO,44.447462,26.095061,Bulevardul LASCĂR CATARGIU,9,S+P+3E+Pod,Sector 1,București,1920,17,1393,1393,1993,Dan POPESCU,
RS3,NO,44.4477148,26.0949752,Bulevardul LASCĂR CATARGIU,9A,S+P+2E+Ma,Sector 1,București,1900,,1641,1641,1996,Adina SIMION,
U2,NO,44.4225361,26.1085835,Bulevardul MĂRĂŞEŞTI,100,S+P+4E,Sector 4,București,1937,10,692,692,1997,Mircea IANCULESCU,
RS2,NO,44.4200935,26.1008308,Bulevardul MĂRĂŞEŞTI,28 (corp A+B+C),S+P+4E+Ma; S+P+4E; S+P+3E,Sector 4,București,1924,,,,1993,Eugeniu IORDACHESCU,
U3,NO,44.4204154,26.103285,Bulevardul MĂRĂŞEŞTI,42 (bloc 1),S+P+Mz+8E,Sector 4,București,1963,137,11766,11766,2016,Dan CAPATANA,încadrare în clasă de risc seismic în anul 2016; AC nr.531/41329/2016 PVRTL nr.208/2017
RS2,NO,44.469544,26.073344,Bulevardul MĂRĂŞTI,43,S+P+2E+Ma,Sector 1,București,1935,,,,1995,Mihai IONESCU,
RS2,NO,44.4346435,26.0863635,Bulevardul MIHAIL KOGALNICEANU,10 (fost 40),S+P+2E+Ma; S+P+1E+Ma,Sector 5,București,1888,,,,1996,Adina SIMION,
RS2,NO,44.4343571,26.0860956,Bulevardul MIHAIL KOGALNICEANU,13 (fost 67),S+P+3E+Ma; S+P+2E+Ma,Sector 5,București,1922,,,,1994,Dan GHIOCEL,
U1,NO,44.4343983,26.0859013,Bulevardul MIHAIL KOGĂLNICEANU,15÷17,S+P+3E+Ma,Sector 5,București,1920,8,133,133,1993,Dan STANCIULESCU,
U2,NO,44.434653,26.0857631,Bulevardul MIHAIL KOGĂLNICEANU,16 (fost 46),S+P+2E,Sector 5,București,1900,4,386,386,1997,Alexandru HRISTOFOROV,
RS3,NO,44.4344116,26.085424,Bulevardul MIHAIL KOGALNICEANU,21 (fost 75),S+P+3E+Ma,Sector 5,București,1894,,,,1994,Dan GHIOCEL,
U1,NO,44.4343747,26.0852769,Bulevardul MIHAIL KOGĂLNICEANU,23 (fost 77),S+P+2E+Ma,Sector 5,București,1890,10,11,11,1996,Silvia CARAMAN,
U3,NO,44.4346406,26.0853142,Bulevardul MIHAIL KOGALNICEANU,24 (fost 54),S+P+2E,Sector 5,București,1875,9,10,10,1993,Vladimir AMBROZIE,
U3,NO,44.4346446,26.0850325,Bulevardul MIHAIL KOGALNICEANU,26 (fost 56),S+P+2E,Sector 5,București,1894,9,821,821,1996,Vladimir AMBROZIE,
U1,NO,44.43435882,26.08465126,Bulevardul MIHAIL KOGĂLNICEANU,29 (fost 83),S+P+3E+Ma,Sector 5,București,1935,22,27,27,2011,Nicolae GHITA,Încadrare în clasă de risc seismic în anul 2011
U1,NO,44.43463724,26.08474865,Bulevardul MIHAIL KOGĂLNICEANU,30 (corp A+B),S+P+4E+Ma S+P+2E+Ma,Sector 5,București,1922,37,4501,4501,1993,Gabriel NICULESCU,
RS3,NO,44.434491,26.086134,Bulevardul MIHAIL KOGALNICEANU,35 (fost 85),S+P+6E,Sector 5,București,1959,,,,1996,Nicolae ALEMAN,
U2,NO,44.43435,26.083728,Bulevardul MIHAIL KOGĂLNICEANU,37 (fost 87),S+P+3E+Ma,Sector 5,București,1932,15,14,14,1997,Marin TEODOR,
RS2,NO,44.434504,26.087271,Bulevardul MIHAIL KOGALNICEANU,39 (fost 89),S+P+6E+Ma,Sector 5,București,1928,20,3684,3684,1993,Dan STANCIULESCU,
RS1,NO,44.434348,26.083023,Bulevardul MIHAIL KOGALNICEANU,41 (fost 91),S+P+5E+Ma,Sector 5,București,1939,14,,,1995,Dan POPESCU,
U1,NO,44.434312,26.082796,Bulevardul MIHAIL KOGĂLNICEANU,43,P+7E,Sector 5,București,1937,16,174,174,1998,Mihai URSACHESCU,
RS2,NO,44.434311,26.082615,Bulevardul MIHAIL KOGALNICEANU,45 (fost 93),S+P+4E,Sector 5,București,1933,,,,1995,Mihai URSACHESCU,
U1,NO,44.434336,26.082075,Bulevardul MIHAIL KOGĂLNICEANU,49,P+7E,Sector 5,București,1938,83,259,259,1998,Mihai URSACHESCU,
RS2,NO,44.4344424,26.0869087,Bulevardul MIHAIL KOGALNICEANU,5 (fost 59),S+P+4E,Sector 5,București,1930,10,14,14,1995,Alexandrina PRETORIAN,
U1,NO,44.434331,26.081742,Bulevardul MIHAIL KOGĂLNICEANU,51,S+P+7E,Sector 5,București,1929,43,7353,7353,1993,Corneliu NICUT,
RS3,NO,44.434255,26.081169,Bulevardul MIHAIL KOGALNICEANU,55 (fost 101),S+P+7E,Sector 5,București,1959,45,,,1995,Nicolaie TUDOSE,
RS3,NO,44.4344342,26.0867593,Bulevardul MIHAIL KOGALNICEANU,7 (fost 61),S+P+4E+Ma,Sector 5,București,1940,,,,1993,Radu PETROVICI,
RS3,NO,44.434594,26.087269,Bulevardul MIHAIL KOGALNICEANU,8 (fost 38),S+P+4E,Sector 5,București,1910,18,2229,2229,1995,Niculaie TUDOSE,
RS2,NO,44.434396,26.086527,Bulevardul MIHAIL KOGALNICEANU,9 (fost 63),S+P+9E,Sector 5,București,1939,,,,1993,Gabriel PANICOV,
RS2,NO,44.4312443,26.1113008,Bulevardul MIRCEA VODĂ,14,S+P+1E+Ma,Sector 3,București,1938,,,,1993,Dan POPESCU,
RS3,NO,44.418477,26.113198,Bulevardul MIRCEA VODA,57,S+P,Sector 3,București,1900,,,,1993,Dan POPESCU,
U2,NO,44.438301,26.100917,Bulevardul NICOLAE BĂLCESCU (Librăria „DIVERTA – DALLES”),18,S+P+Mz+7E,Sector 1,București,1960,134,9345,9345,1998,Silvia CARAMAN,
RS2,NO,44.437924,26.101261,Bulevardul NICOLAE BĂLCESCU,16,S+P+9E,Sector 1,București,1935,,3127,3127,1994,Gabriel NICULESCU,
U2,NO,44.4398158,26.1000693,Bulevardul NICOLAE BĂLCESCU,21 (corp A+B),S+P+7E,Sector 1,București,1940,,5952,5952,2018,Mircea MIRONESCU,Încadrare în clasă de risc seismic în anul 2018
C,YES_PUBLIC,44.4389908,26.1009162,Bulevardul NICOLAE BĂLCESCU,24,S+P+12E,Sector 1,București,1928,119,1231,1231,1995,Ioan NICULA. NicolaeŢOPA,PVRTL nr.305/2011
C,YES_PUBLIC,44.4392905,26.1000439,Bulevardul NICOLAE BĂLCESCU,25,2S+P+11E,Sector 1,București,1928,98,12318,12318,1994,Silvia CARAMAN,PVRTL nr.547/2005
U1,NO,44.439932,26.100225,Bulevardul NICOLAE BĂLCESCU,30,S+P+8E+Ma,Sector 1,București,1936,25,2756,2756,1999,MihaiURSACHESCU,
U1,NO,44.440068,26.100158,Bulevardul NICOLAE BĂLCESCU,32÷34,S+P+9E,Sector 1,București,1935,45,6996,6996,1998,Alexandrina PRETORIAN,
U2,NO,44.43985,26.099867,Bulevardul NICOLAE BĂLCESCU,35÷35A,S+P+8E,Sector 1,București,1937,49,7558,7558,1998,Rodica VASILESCU,
U1,NO,44.437371,26.101414,Bulevardul NICOLAE BĂLCESCU,7,S+P+6E,Sector 1,București,1933,15,273,273,1998,Alexandrina PRETORIAN,
U1,NO,44.42056141,26.16500506,Bulevardul NICOLAE GRIGORESCU (Centrul de Diagnostic şi Tratament „TITAN”),41 (corp A),Ds+P+6E,Sector 3,București,1971,,6584,6584,1996,Dan STĂNCIULESCU,
RS3,NO,44.438792,26.119874,Bulevardul PACHE PROTOPOPESCU,103,S+P+4E,Sector 2,București,1940,7,196,196,1994,Voicu DORDEA,
U1,NO,44.439189,26.121941,Bulevardul PACHE PROTOPOPESCU,113,S+P+2E+Ma,Sector 2,București,1920,7,640,640,1994,Vasile DORDEA,
U2,NO,44.438805,26.12006,Bulevardul PACHE PROTOPOPESCU,18,S+P+2E+Ma,Sector 2,București,1924,3,313,313,1997,Emilian TITARU,
RS1,NO,44.438804,26.120055,Bulevardul PACHE PROTOPOPESCU,21,S+P+Mz+3E+Ma,Sector 2,București,1925,,,,1993,Dan POPESCU,
RS3,NO,44.438803,26.120049,Bulevardul PACHE PROTOPOPESCU,24,S+P+2E+Ma,Sector 2,București,1900,,,,1993,Niculaie TUDOSE,
RS1,NO,44.438802,26.120043,Bulevardul PACHE PROTOPOPESCU,27,S+P+2E+Ma,Sector 2,București,1924,,,,1993,Dan POPESCU,
RS2,NO,44.438801,26.120038,Bulevardul PACHE PROTOPOPESCU,29,S+P+2E+Ma,Sector 2,București,1932,,,,1993,Dan POPESCU,
RS2,NO,44.4386483,26.1206919,Bulevardul PACHE PROTOPOPESCU,30 (corp A+B),S+P+1E+Ma,Sector 2,București,1914,,,,1993,Radu PETROVICI,
RS3,NO,44.4388,26.120034,Bulevardul PACHE PROTOPOPESCU,31,S+P+2E,Sector 2,București,1920,,,,1993,Niculaie TUDOSE,
U2,NO,44.438834,26.121046,Bulevardul PACHE PROTOPOPESCU,34,S+P+4E+Ma,Sector 2,București,1934,,,,1993,Niculaie TUDOSE,
RS2,NO,44.438798,26.120024,Bulevardul PACHE PROTOPOPESCU,36,S+P+2E,Sector 2,București,1910,,,,1993,Dan POPESCU,
RS3,NO,44.438796,26.120011,Bulevardul PACHE PROTOPOPESCU,42,S+P+1E; S+P,Sector 2,București,1899,,,,1993,Niculaie TUDOSE,
RS3,NO,44.438795,26.120009,Bulevardul PACHE PROTOPOPESCU,43,S+P+1E+Ma,Sector 2,București,1926,,,,1994,Nicolae ALEMAN,
U2,NO,44.438795,26.120007,Bulevardul PACHE PROTOPOPESCU,44,S+P+2E,Sector 2,București,1890,6,721,721,2012,Niculaie TUDOSE,Încadrare în clasă de risc seismic în anul 2012
RS2,NO,44.438943,26.122001,Bulevardul PACHE PROTOPOPESCU,46,S+P+4E+Ma,Sector 2,București,1957,,,,1993,Radu PETROVICI,
RS2,NO,44.438794,26.12,Bulevardul PACHE PROTOPOPESCU,47,S+P,Sector 2,București,1865,,,,1994,Nicolae ALEMAN,
RS2,NO,44.438793,26.119998,Bulevardul PACHE PROTOPOPESCU,48,S+P+2E+Ma,Sector 2,București,1926,,,,1996,Corneliu MUDRACENCU,
C,YES_PUBLIC,44.4398838,26.1237914,Bulevardul PACHE PROTOPOPESCU,51,S+P+2E+Pod,Sector 2,București,,,,,0,0,AC nr.86/877210/2009 PVRTL nr.9410/2012
N/A,NO,44.43879,26.119979,Bulevardul PACHE PROTOPOPESCU,57,S+P+Ma,Sector 2,București,1930,,,,1994,Nicolae ALEMAN,
U1,NO,44.439583,26.124329,Bulevardul PACHE PROTOPOPESCU,66 (corp C),S+P+2E,Sector 2,București,1910,1,715,715,1993,Mircea CONDRUT,
RS2,NO,44.4392359,26.1218874,Bulevardul PACHE PROTOPOPESCU,71 (corp A+B),S+P,Sector 2,București,1933,,,,1994,Nicolae ALEMAN,
U1,NO,44.43847,26.118056,Bulevardul PACHE PROTOPOPESCU,91 (corp B),S+P+2E,Sector 2,București,1940,5,420,420,1993,Ion LUNGU,
RS3,NO,44.44038,26.129301,Bulevardul PACHE PROTOPOPESCU,92,S+P+3E,Sector 2,București,1950,13,158,158,1994,Voicu DORDEA,
C,YES_PUBLIC,44.4346001,26.0978003,Bulevardul REGINA ELISABETA (“GRAND HOTEL DU BOULEVARD”),21,S+P+Mz+4E,Sector 5,București,1871,,843,843,2011,Traian POPP,AC nr.724/1027900/2011 PVRTL nr.29101401/2014
U1,NO,44.434774,26.097192,"Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU, PALATUL CENTRULUI MILITAR NAȚIONAL)",24 (6),S+P+3E,Sector 5,București,1890,4,135,135,1993,Constantin NICUT,
